index	question	answer	task	image_relation	image_type	counterpart_idx	image_path	A	B	C	D	E
2375	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2374	['00002375_00.jpg', '00002375_01.jpg', '00002375_02.jpg', '00002375_03.jpg', '00002375_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2376	Is it possible for you to unearth images containing the identical building as portrayed in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2377	['00002376_00.jpg', '00002376_01.jpg', '00002376_02.jpg', '00002376_03.jpg', '00002376_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2377	Is it possible for you to unearth images containing the identical building as portrayed in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2376	['00002377_00.jpg', '00002377_01.jpg', '00002377_02.jpg', '00002377_03.jpg', '00002377_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2378	Are you capable of finding images that depict the same building featured in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2379	['00002378_00.jpg', '00002378_01.jpg', '00002378_02.jpg', '00002378_03.jpg', '00002378_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2379	Are you capable of finding images that depict the same building featured in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2378	['00002379_00.jpg', '00002379_01.jpg', '00002379_02.jpg', '00002379_03.jpg', '00002379_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2380	Are you able to identify images that showcase the matching structure seen in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2381	['00002380_00.jpg', '00002380_01.jpg', '00002380_02.jpg', '00002380_03.jpg']	None of the choices provided	<image>	<image>	<image>	
2381	Are you able to identify images that showcase the matching structure seen in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2380	['00002381_00.jpg', '00002381_01.jpg', '00002381_02.jpg', '00002381_03.jpg']	None of the choices provided	<image>	<image>	<image>	
2382	Would you be able to pinpoint images that exhibit the identical building captured in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2383	['00002382_00.jpg', '00002382_01.jpg', '00002382_02.jpg', '00002382_03.jpg', '00002382_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2383	Would you be able to pinpoint images that exhibit the identical building captured in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2382	['00002383_00.jpg', '00002383_01.jpg', '00002383_02.jpg', '00002383_03.jpg', '00002383_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2384	Are you capable of finding images that depict the same building featured in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2385	['00002384_00.jpg', '00002384_01.jpg', '00002384_02.jpg', '00002384_03.jpg', '00002384_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2385	Are you capable of finding images that depict the same building featured in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2384	['00002385_00.jpg', '00002385_01.jpg', '00002385_02.jpg', '00002385_03.jpg', '00002385_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2386	Can you track down photographs containing the matching building depicted in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2387	['00002386_00.jpg', '00002386_01.jpg', '00002386_02.jpg', '00002386_03.jpg', '00002386_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2387	Can you track down photographs containing the matching building depicted in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2386	['00002387_00.jpg', '00002387_01.jpg', '00002387_02.jpg', '00002387_03.jpg', '00002387_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2388	Are you able to identify images that showcase the matching structure seen in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2389	['00002388_00.jpg', '00002388_01.jpg', '00002388_02.jpg', '00002388_03.jpg', '00002388_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2389	Are you able to identify images that showcase the matching structure seen in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2388	['00002389_00.jpg', '00002389_01.jpg', '00002389_02.jpg', '00002389_03.jpg', '00002389_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2390	Are you capable of finding images that depict the same building featured in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2391	['00002390_00.jpg', '00002390_01.jpg', '00002390_02.jpg', '00002390_03.jpg', '00002390_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2391	Are you capable of finding images that depict the same building featured in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2390	['00002391_00.jpg', '00002391_01.jpg', '00002391_02.jpg', '00002391_03.jpg', '00002391_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2392	Can you track down photographs containing the matching building depicted in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2393	['00002392_00.jpg', '00002392_01.jpg', '00002392_02.jpg', '00002392_03.jpg', '00002392_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2393	Can you track down photographs containing the matching building depicted in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2392	['00002393_00.jpg', '00002393_01.jpg', '00002393_02.jpg', '00002393_03.jpg', '00002393_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2394	Could you locate pictures that feature the identical building found in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2395	['00002394_00.jpg', '00002394_01.jpg', '00002394_02.jpg', '00002394_03.jpg', '00002394_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2395	Could you locate pictures that feature the identical building found in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2394	['00002395_00.jpg', '00002395_01.jpg', '00002395_02.jpg', '00002395_03.jpg', '00002395_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2396	Could you locate pictures that feature the identical building found in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2397	['00002396_00.jpg', '00002396_01.jpg', '00002396_02.jpg', '00002396_03.jpg', '00002396_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2397	Could you locate pictures that feature the identical building found in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2396	['00002397_00.jpg', '00002397_01.jpg', '00002397_02.jpg', '00002397_03.jpg', '00002397_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2398	Can you find the images containing the same building as in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2399	['00002398_00.jpg', '00002398_01.jpg', '00002398_02.jpg', '00002398_03.jpg', '00002398_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2399	Can you find the images containing the same building as in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2398	['00002399_00.jpg', '00002399_01.jpg', '00002399_02.jpg', '00002399_03.jpg', '00002399_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2400	Would you mind locating images displaying the same architectural landmark as seen in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2401	['00002400_00.jpg', '00002400_01.jpg', '00002400_02.jpg', '00002400_03.jpg']	<image>	None of the choices provided	<image>	<image>	
2401	Would you mind locating images displaying the same architectural landmark as seen in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2400	['00002401_00.jpg', '00002401_01.jpg', '00002401_02.jpg', '00002401_03.jpg']	None of the choices provided	<image>	<image>	<image>	
2402	Would you mind locating images displaying the same architectural landmark as seen in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2403	['00002402_00.jpg', '00002402_01.jpg', '00002402_02.jpg', '00002402_03.jpg', '00002402_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2403	Would you mind locating images displaying the same architectural landmark as seen in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2402	['00002403_00.jpg', '00002403_01.jpg', '00002403_02.jpg', '00002403_03.jpg', '00002403_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2404	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2405	['00002404_00.jpg', '00002404_01.jpg', '00002404_02.jpg', '00002404_03.jpg', '00002404_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2405	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2404	['00002405_00.jpg', '00002405_01.jpg', '00002405_02.jpg', '00002405_03.jpg', '00002405_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2406	Could you locate pictures that feature the identical building found in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2407	['00002406_00.jpg', '00002406_01.jpg', '00002406_02.jpg', '00002406_03.jpg', '00002406_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2407	Could you locate pictures that feature the identical building found in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2406	['00002407_00.jpg', '00002407_01.jpg', '00002407_02.jpg', '00002407_03.jpg', '00002407_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2408	Would you be able to pinpoint images that exhibit the identical building captured in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2409	['00002408_00.jpg', '00002408_01.jpg', '00002408_02.jpg', '00002408_03.jpg', '00002408_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2409	Would you be able to pinpoint images that exhibit the identical building captured in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2408	['00002409_00.jpg', '00002409_01.jpg', '00002409_02.jpg', '00002409_03.jpg', '00002409_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2410	Are you able to identify images that showcase the matching structure seen in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2411	['00002410_00.jpg', '00002410_01.jpg', '00002410_02.jpg', '00002410_03.jpg']	<image>	<image>	<image>	None of the choices provided	
2411	Are you able to identify images that showcase the matching structure seen in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2410	['00002411_00.jpg', '00002411_01.jpg', '00002411_02.jpg', '00002411_03.jpg']	<image>	None of the choices provided	<image>	<image>	
2412	Can you find the images containing the same building as in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2413	['00002412_00.jpg', '00002412_01.jpg', '00002412_02.jpg', '00002412_03.jpg', '00002412_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2413	Can you find the images containing the same building as in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2412	['00002413_00.jpg', '00002413_01.jpg', '00002413_02.jpg', '00002413_03.jpg', '00002413_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2414	Can you track down photographs containing the matching building depicted in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2415	['00002414_00.jpg', '00002414_01.jpg', '00002414_02.jpg', '00002414_03.jpg', '00002414_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2415	Can you track down photographs containing the matching building depicted in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2414	['00002415_00.jpg', '00002415_01.jpg', '00002415_02.jpg', '00002415_03.jpg', '00002415_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2416	Are you able to identify images that showcase the matching structure seen in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2417	['00002416_00.jpg', '00002416_01.jpg', '00002416_02.jpg', '00002416_03.jpg', '00002416_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2417	Are you able to identify images that showcase the matching structure seen in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2416	['00002417_00.jpg', '00002417_01.jpg', '00002417_02.jpg', '00002417_03.jpg', '00002417_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2418	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2419	['00002418_00.jpg', '00002418_01.jpg', '00002418_02.jpg', '00002418_03.jpg', '00002418_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2419	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2418	['00002419_00.jpg', '00002419_01.jpg', '00002419_02.jpg', '00002419_03.jpg', '00002419_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2420	Are you able to identify images that showcase the matching structure seen in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2421	['00002420_00.jpg', '00002420_01.jpg', '00002420_02.jpg', '00002420_03.jpg']	<image>	None of the choices provided	<image>	<image>	
2421	Are you able to identify images that showcase the matching structure seen in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2420	['00002421_00.jpg', '00002421_01.jpg', '00002421_02.jpg', '00002421_03.jpg']	<image>	<image>	None of the choices provided	<image>	
2422	Are you capable of finding images that depict the same building featured in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2423	['00002422_00.jpg', '00002422_01.jpg', '00002422_02.jpg', '00002422_03.jpg']	None of the choices provided	<image>	<image>	<image>	
2423	Are you capable of finding images that depict the same building featured in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2422	['00002423_00.jpg', '00002423_01.jpg', '00002423_02.jpg', '00002423_03.jpg']	<image>	<image>	None of the choices provided	<image>	
2424	Are you able to identify images that showcase the matching structure seen in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2425	['00002424_00.jpg', '00002424_01.jpg', '00002424_02.jpg', '00002424_03.jpg', '00002424_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2425	Are you able to identify images that showcase the matching structure seen in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2424	['00002425_00.jpg', '00002425_01.jpg', '00002425_02.jpg', '00002425_03.jpg', '00002425_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2426	Are you capable of finding images that depict the same building featured in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2427	['00002426_00.jpg', '00002426_01.jpg', '00002426_02.jpg', '00002426_03.jpg', '00002426_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2427	Are you capable of finding images that depict the same building featured in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2426	['00002427_00.jpg', '00002427_01.jpg', '00002427_02.jpg', '00002427_03.jpg', '00002427_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2428	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2429	['00002428_00.jpg', '00002428_01.jpg', '00002428_02.jpg', '00002428_03.jpg']	<image>	None of the choices provided	<image>	<image>	
2429	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2428	['00002429_00.jpg', '00002429_01.jpg', '00002429_02.jpg', '00002429_03.jpg']	<image>	None of the choices provided	<image>	<image>	
2430	Can you find the images containing the same building as in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2431	['00002430_00.jpg', '00002430_01.jpg', '00002430_02.jpg', '00002430_03.jpg', '00002430_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2431	Can you find the images containing the same building as in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2430	['00002431_00.jpg', '00002431_01.jpg', '00002431_02.jpg', '00002431_03.jpg', '00002431_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2432	Would you mind locating images displaying the same architectural landmark as seen in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2433	['00002432_00.jpg', '00002432_01.jpg', '00002432_02.jpg', '00002432_03.jpg']	<image>	<image>	<image>	None of the choices provided	
2433	Would you mind locating images displaying the same architectural landmark as seen in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2432	['00002433_00.jpg', '00002433_01.jpg', '00002433_02.jpg', '00002433_03.jpg']	<image>	<image>	None of the choices provided	<image>	
2434	Can you track down photographs containing the matching building depicted in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2435	['00002434_00.jpg', '00002434_01.jpg', '00002434_02.jpg', '00002434_03.jpg', '00002434_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2435	Can you track down photographs containing the matching building depicted in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2434	['00002435_00.jpg', '00002435_01.jpg', '00002435_02.jpg', '00002435_03.jpg', '00002435_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2436	Are you able to uncover images that capture the same building as shown in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2437	['00002436_00.jpg', '00002436_01.jpg', '00002436_02.jpg', '00002436_03.jpg']	<image>	<image>	<image>	None of the choices provided	
2437	Are you able to uncover images that capture the same building as shown in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2436	['00002437_00.jpg', '00002437_01.jpg', '00002437_02.jpg', '00002437_03.jpg']	None of the choices provided	<image>	<image>	<image>	
2438	Would you be able to pinpoint images that exhibit the identical building captured in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2439	['00002438_00.jpg', '00002438_01.jpg', '00002438_02.jpg', '00002438_03.jpg', '00002438_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2439	Would you be able to pinpoint images that exhibit the identical building captured in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2438	['00002439_00.jpg', '00002439_01.jpg', '00002439_02.jpg', '00002439_03.jpg', '00002439_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2440	Can you find the images containing the same building as in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2441	['00002440_00.jpg', '00002440_01.jpg', '00002440_02.jpg', '00002440_03.jpg', '00002440_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2441	Can you find the images containing the same building as in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2440	['00002441_00.jpg', '00002441_01.jpg', '00002441_02.jpg', '00002441_03.jpg', '00002441_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2442	Can you track down photographs containing the matching building depicted in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2443	['00002442_00.jpg', '00002442_01.jpg', '00002442_02.jpg', '00002442_03.jpg']	<image>	None of the choices provided	<image>	<image>	
2443	Can you track down photographs containing the matching building depicted in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2442	['00002443_00.jpg', '00002443_01.jpg', '00002443_02.jpg', '00002443_03.jpg']	<image>	<image>	None of the choices provided	<image>	
2444	Are you capable of finding images that depict the same building featured in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2445	['00002444_00.jpg', '00002444_01.jpg', '00002444_02.jpg', '00002444_03.jpg', '00002444_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2445	Are you capable of finding images that depict the same building featured in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2444	['00002445_00.jpg', '00002445_01.jpg', '00002445_02.jpg', '00002445_03.jpg', '00002445_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2446	Could you locate pictures that feature the identical building found in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2447	['00002446_00.jpg', '00002446_01.jpg', '00002446_02.jpg', '00002446_03.jpg', '00002446_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2447	Could you locate pictures that feature the identical building found in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2446	['00002447_00.jpg', '00002447_01.jpg', '00002447_02.jpg', '00002447_03.jpg', '00002447_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2448	Are you able to uncover images that capture the same building as shown in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2449	['00002448_00.jpg', '00002448_01.jpg', '00002448_02.jpg', '00002448_03.jpg']	None of the choices provided	<image>	<image>	<image>	
2449	Are you able to uncover images that capture the same building as shown in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2448	['00002449_00.jpg', '00002449_01.jpg', '00002449_02.jpg', '00002449_03.jpg']	<image>	None of the choices provided	<image>	<image>	
2450	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2451	['00002450_00.jpg', '00002450_01.jpg', '00002450_02.jpg', '00002450_03.jpg', '00002450_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2451	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2450	['00002451_00.jpg', '00002451_01.jpg', '00002451_02.jpg', '00002451_03.jpg', '00002451_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2452	Can you find the images containing the same building as in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2453	['00002452_00.jpg', '00002452_01.jpg', '00002452_02.jpg', '00002452_03.jpg', '00002452_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2453	Can you find the images containing the same building as in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2452	['00002453_00.jpg', '00002453_01.jpg', '00002453_02.jpg', '00002453_03.jpg', '00002453_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2454	Can you track down photographs containing the matching building depicted in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2455	['00002454_00.jpg', '00002454_01.jpg', '00002454_02.jpg', '00002454_03.jpg', '00002454_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2455	Can you track down photographs containing the matching building depicted in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2454	['00002455_00.jpg', '00002455_01.jpg', '00002455_02.jpg', '00002455_03.jpg', '00002455_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2456	Is it possible for you to unearth images containing the identical building as portrayed in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2457	['00002456_00.jpg', '00002456_01.jpg', '00002456_02.jpg', '00002456_03.jpg', '00002456_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2457	Is it possible for you to unearth images containing the identical building as portrayed in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2456	['00002457_00.jpg', '00002457_01.jpg', '00002457_02.jpg', '00002457_03.jpg', '00002457_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2458	Can you find the images containing the same building as in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2459	['00002458_00.jpg', '00002458_01.jpg', '00002458_02.jpg', '00002458_03.jpg', '00002458_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2459	Can you find the images containing the same building as in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2458	['00002459_00.jpg', '00002459_01.jpg', '00002459_02.jpg', '00002459_03.jpg', '00002459_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2460	Would you be able to pinpoint images that exhibit the identical building captured in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2461	['00002460_00.jpg', '00002460_01.jpg', '00002460_02.jpg', '00002460_03.jpg', '00002460_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2461	Would you be able to pinpoint images that exhibit the identical building captured in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2460	['00002461_00.jpg', '00002461_01.jpg', '00002461_02.jpg', '00002461_03.jpg', '00002461_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2462	Are you able to uncover images that capture the same building as shown in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2463	['00002462_00.jpg', '00002462_01.jpg', '00002462_02.jpg', '00002462_03.jpg', '00002462_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2463	Are you able to uncover images that capture the same building as shown in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2462	['00002463_00.jpg', '00002463_01.jpg', '00002463_02.jpg', '00002463_03.jpg', '00002463_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2464	Could you locate pictures that feature the identical building found in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2465	['00002464_00.jpg', '00002464_01.jpg', '00002464_02.jpg', '00002464_03.jpg', '00002464_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2465	Could you locate pictures that feature the identical building found in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2464	['00002465_00.jpg', '00002465_01.jpg', '00002465_02.jpg', '00002465_03.jpg', '00002465_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2466	Could you locate pictures that feature the identical building found in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2467	['00002466_00.jpg', '00002466_01.jpg', '00002466_02.jpg', '00002466_03.jpg']	<image>	<image>	None of the choices provided	<image>	
2467	Could you locate pictures that feature the identical building found in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2466	['00002467_00.jpg', '00002467_01.jpg', '00002467_02.jpg', '00002467_03.jpg']	<image>	<image>	<image>	None of the choices provided	
2468	Are you capable of finding images that depict the same building featured in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2469	['00002468_00.jpg', '00002468_01.jpg', '00002468_02.jpg', '00002468_03.jpg', '00002468_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2469	Are you capable of finding images that depict the same building featured in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2468	['00002469_00.jpg', '00002469_01.jpg', '00002469_02.jpg', '00002469_03.jpg', '00002469_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2470	Is it possible for you to unearth images containing the identical building as portrayed in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2471	['00002470_00.jpg', '00002470_01.jpg', '00002470_02.jpg', '00002470_03.jpg']	<image>	None of the choices provided	<image>	<image>	
2471	Is it possible for you to unearth images containing the identical building as portrayed in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2470	['00002471_00.jpg', '00002471_01.jpg', '00002471_02.jpg', '00002471_03.jpg']	<image>	<image>	None of the choices provided	<image>	
2472	Are you able to identify images that showcase the matching structure seen in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2473	['00002472_00.jpg', '00002472_01.jpg', '00002472_02.jpg', '00002472_03.jpg', '00002472_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2473	Are you able to identify images that showcase the matching structure seen in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2472	['00002473_00.jpg', '00002473_01.jpg', '00002473_02.jpg', '00002473_03.jpg', '00002473_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2474	Would you mind locating images displaying the same architectural landmark as seen in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2475	['00002474_00.jpg', '00002474_01.jpg', '00002474_02.jpg', '00002474_03.jpg', '00002474_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2475	Would you mind locating images displaying the same architectural landmark as seen in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2474	['00002475_00.jpg', '00002475_01.jpg', '00002475_02.jpg', '00002475_03.jpg', '00002475_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2476	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2477	['00002476_00.jpg', '00002476_01.jpg', '00002476_02.jpg', '00002476_03.jpg']	<image>	None of the choices provided	<image>	<image>	
2477	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2476	['00002477_00.jpg', '00002477_01.jpg', '00002477_02.jpg', '00002477_03.jpg']	<image>	<image>	<image>	None of the choices provided	
